ccID,ccLength,ccMeanSlope,ccStdSlope,minDrainageArea,maxDrainageArea,segmentLocation,slopeChangeToPrevCC,meanKSN
0_0_0.0,238.37629333604846,0.3275445371149239,0.09281785393182644,9000.3,33238.0,1.0,,18.913636363636368
0_0_1.0,276.56181965310816,0.5471354653771391,0.0959914719747093,33247.0,74306.0,2.0,0.2195909282622151,44.05216901408452
0_0_2.0,1202.148464832191,0.5997769423438629,0.08248359556633923,75656.0,300380.0,3.0,0.05252925263396202,80.18693939393943
0_1_0.0,307.7708845375101,0.41654906940652553,0.10237263809072979,9585.3,66188.0,1.0,,30.05755813953488
0_2_0.0,321.25733663758143,0.5609304836188858,0.10127585028611553,9531.3,74306.0,1.0,,40.32523750000001
0_3_0.0,1496.5075565356428,0.6040645744326922,0.08501042681819176,11745.0,300380.0,4.0,,69.8384931880109
0_4_0.0,1292.5396431715953,0.6152330750986685,0.10012292983091581,9999.3,300380.0,4.0,,75.3206614420063
0_5_0.0,1252.4606416000672,0.6089740900644122,0.0925755698334307,9000.3,300380.0,4.0,,76.08537741935487
0_6_0.0,1000.609521967346,0.5960957358741414,0.08619493244662875,9117.3,300380.0,4.0,,78.09341832669323
0_7_0.0,412.4956319891056,0.5834108402166255,0.09710052300787388,11448.0,300380.0,4.0,,84.57631730769229
10_0_0.0,877.9967122164463,0.6784306498666476,0.0708196067674777,9072.3,213920.0,1.0,,56.18881165919281
10_0_1.0,70.26105336071113,0.24744328814124222,0.08018290922196449,214970.0,219690.0,3.0,-0.43269870995075443,50.31110000000001
10_1_0.0,817.7331138033295,0.6823685936647498,0.08043973489886358,11223.0,213920.0,1.0,,59.19998437499998
10_2_0.0,711.0035077423164,0.678987252345088,0.07652391824788113,11124.0,213920.0,1.0,,62.521954285714244
10_3_0.0,595.4037743345518,0.6693264500060123,0.08437859560609262,9018.3,213920.0,1.0,,61.30886301369863
10_4_0.0,551.8421723187357,0.6750166322403395,0.08497264677395401,9207.3,213920.0,1.0,,52.65010144927538
10_5_0.0,525.6794282893378,0.677717113031903,0.0929537713864051,9261.3,213920.0,1.0,,56.59177777777779
10_6_0.0,152.37499264886182,0.5122329548929605,0.06709679809519134,9090.3,215770.0,1.0,,62.50078378378378
11_0_0.0,313.12166173509206,0.4907966168264488,0.09162482742634889,9261.3,66269.0,1.0,,33.60419767441861
11_0_1.0,676.1957063551781,0.6337272764455767,0.10275972930928116,66341.0,218910.0,3.0,0.14473692914924818,71.35162352941174
11_1_0.0,201.24337479763435,0.4278585916746153,0.12581305859378156,9477.3,25129.0,1.0,,18.191520833333332
11_1_1.0,36.457893246375946,0.22432183592136673,0.08622406476393829,25282.0,31924.0,2.0,-0.20353675575324842,19.30427272727273
11_1_2.0,702.5898765716913,0.6482967514970513,0.11322650958551572,31933.0,218910.0,3.0,0.4256944264662322,64.81745454545452
11_2_0.0,228.75862170105054,0.47100493607928634,0.0941742588676714,10413.0,66197.0,1.0,,36.794032258064526
11_3_0.0,191.83717274983155,0.4714881750413075,0.10507996248165503,9036.3,66197.0,1.0,,39.439
11_4_0.0,110.9850807816869,0.26018654532377256,0.07049973893055513,9486.3,31933.0,1.0,,17.35626666666667
11_5_0.0,88.25758058228196,0.3968851585590368,0.06067172357569586,9099.3,10692.0,1.0,,16.235304347826087
11_5_1.0,721.3472871677097,0.6440754108920062,0.1130573983111529,10701.0,218910.0,3.0,0.24889623981965464,66.15829032258063
11_6_0.0,415.3966924628145,0.6035858876357669,0.09479008823426792,10845.0,218910.0,4.0,,60.07166355140185
12_0_0.0,267.48478049318277,0.4609903054814385,0.07519404169408947,12861.0,37441.0,1.0,,25.13356060606061
12_0_1.0,603.3218090619677,0.69004448190013,0.11959515957928935,37450.0,95214.0,2.0,0.22751620716448945,54.66069930069929
12_0_2.0,36.04177544521204,0.4019274877193377,0.049325572975083505,95223.0,105210.0,3.0,-0.28657902492659015,56.500099999999996
12_1_0.0,313.56466462507615,0.5786240695440452,0.09830134454201167,9135.3,105210.0,4.0,-0.26574563099013093,56.51810666666668
12_2_0.0,264.3005147808668,0.548998673018541,0.08718074312923266,9261.3,105210.0,4.0,,54.848515625000005
13_0_0.0,78.09477919421533,0.20741514344099615,0.07811745760598666,10251.0,14688.0,1.0,,15.170499999999999
13_0_1.0,352.8469815668937,0.5912130188713013,0.08609810449191582,14697.0,58961.0,2.0,0.38379787543030514,36.507289156626506
13_0_2.0,447.43191134783535,0.6947312857942609,0.09495428868535967,58970.0,81929.0,3.0,0.10292052819419273,58.07753636363638
13_1_0.0,265.18388211646345,0.6447918087781079,0.08151571494042185,9657.3,58997.0,1.0,,43.529419354838716
14_0_0.0,373.6308943237332,0.7184820839321903,0.07086207471813456,9693.3,29008.0,1.0,,32.73070588235293
14_0_1.0,37.09115845162119,0.31144554827496085,0.10612960154098607,29017.0,52211.0,3.0,-0.4052507298745749,32.7248
