ccID,ccLength,ccMeanSlope,ccStdSlope,minDrainageArea,maxDrainageArea,segmentLocation,slopeChangeToPrevCC,meanKSN
0_0_0.0,252.00402978769287,0.6892822938277668,0.0710150599146411,9063.0,20475.0,1.0,,30.926383333333337
0_0_1.0,132.9963586985775,0.3545306821900456,0.0844703604673672,20484.0,51066.0,3.0,-0.3349196261469268,24.656609756097566
1_0_0.0,276.97705636027416,0.758549327892544,0.0633796449570205,9090.0,40401.0,1.0,,44.63103076923076
1_0_1.0,1337.56901670118,0.1560239153696009,0.0706387544422385,40410.0,3209300.0,2.0,-0.6012957973650981,50.88664041994753
1_0_2.0,51.02856710514994,0.5184176475246428,0.0946616700696239,3209400.0,3280600.0,2.0,0.3611641169971967,121.16714285714284
1_0_3.0,87.29652968474389,0.2045767743737877,0.1025188440718133,3281200.0,3306100.0,2.0,-0.313840873150855,120.53249999999998
1_0_4.0,42.40477596507135,0.446504534173446,0.088256184786803,3306100.0,3311400.0,2.0,0.2419277597996582,102.52636363636364
1_0_5.0,622.3742728987722,0.1374970088692622,0.0831074390328578,3311600.0,3735500.0,2.0,-0.3102261222100879,64.21524858757067
1_0_6.0,91.38476469796204,0.2253910093751233,0.1055039521558733,3735600.0,3753500.0,2.0,0.0891125974117653,102.009
1_0_7.0,43.89043790796802,0.9000465749092814,0.2043332773082993,3753600.0,3754700.0,2.0,0.6746555655341581,256.59
1_0_8.0,9530.794696474955,0.0473086960657695,0.0489487769814372,3754800.0,46641000.0,3.0,-0.852750322310379,32.04583908890518
1_100_0.0,320.4800097112622,0.6851708045368536,0.1073040771851805,9135.0,45909.0,1.0,,36.38452873563217
1_100_1.0,49.52115446116808,0.3902637640695864,0.0701099704651,45972.0,596050.0,2.0,-0.2894937353903183,37.26096428571429
1_101_0.0,82.433296339595,0.5294758846200414,0.0674767580654082,10080.0,19170.0,1.0,,32.032799999999995
1_101_1.0,57.219262861666856,0.9561808518799734,0.1246435619253287,19179.0,22347.0,2.0,0.426704967259932,34.33706666666667
1_101_2.0,47.57971797777181,0.4775418194715982,0.1116463098088399,22419.0,24921.0,2.0,-0.4786390324083752,34.87357142857143
1_101_3.0,9613.711871713407,0.0249115348072646,0.0165331939953729,24948.0,46641000.0,3.0,-0.4526344328763308,19.455400686416173
1_102_0.0,9756.89013424827,0.0241030530429944,0.0134342687174306,10341.0,46641000.0,4.0,,19.46944943060497
