X,Y,StreamID,BasinID,Elevation,DrainageArea,XYDistanceToNextPixel,DownstreamDistance,3DDistanceToNextPixel,Slope,R2,ksn,FlowDistance_Catchment,ccID,segmentLocation,dSlopeToPrevSegment
826518.2499150947,7267520.499737879,0,5,2619.7,9225.3,4.243088096419593,4.243088096419593,4.539140512693736,0.6519948683602855,0.9996748602431385,30.215999999999998,323.78,5_0_0.0,1.0,
826515.2506515058,7267517.498369105,0,5,2617.1,12285.0,4.243087555375701,8.486175651795294,4.550141976090852,0.6600350289088777,0.9996051683942827,30.057,319.53,5_0_0.0,1.0,
826512.2513891949,7267514.496999819,0,5,2614.4,12294.0,4.243087015649739,12.729262667445035,4.561116905142379,0.6615466195221172,0.9997072145760102,30.305999999999997,315.29,5_0_0.0,1.0,
826509.252128162,7267511.495630018,0,5,2611.6,12303.0,4.235068797405875,16.964331464850908,4.531645144840972,0.6655103925168554,0.999729868990446,30.299,311.05,5_0_0.0,1.0,
826506.2531291901,7267508.505343596,0,5,2609.0,12312.0,4.243085934634067,21.207417399484974,4.615601612865828,0.6703005704201191,0.9997101315117499,30.355,306.81,5_0_0.0,1.0,
826503.2538707126,7267505.503972771,0,5,2605.7,12321.0,4.243085395237932,25.450502794722908,4.505970891082316,0.672852396104685,0.9997476128818102,30.273000000000003,302.56,5_0_0.0,1.0,
826500.2546135117,7267502.502601432,0,5,2603.4,12330.0,4.243084855101109,29.693587649824018,4.582986917675894,0.6700825273004173,0.999762221299209,30.02,298.32,5_0_0.0,1.0,
826497.2553575876,7267499.5012295805,0,5,2600.4,12339.0,4.2500812004605955,33.94366885028461,4.611202685906232,0.6680272184799809,0.9997850891580476,30.338,294.08,5_0_0.0,1.0,
826494.2459748508,7267496.5000955025,0,5,2597.2,12348.0,4.2430837740893885,38.186752624373995,4.539136472275378,0.6724929060706023,0.9997962250008161,30.131999999999998,289.83,5_0_0.0,1.0,
826491.246721484,7267493.498722624,0,5,2594.6,12357.0,4.2430832321447385,42.429835856518736,4.593882379307044,0.6827613684977278,0.9994642570680192,30.337,285.59,5_0_0.0,1.0,
826488.2474693992,7267490.497349231,0,5,2591.5,12366.0,4.243082692091716,46.672918548610454,4.593881880493685,0.6982432640815003,0.9987122382009967,30.366,281.35,5_0_0.0,1.0,
826485.2482185911,7267487.495975325,0,5,2588.4,12375.0,4.243082151710382,50.916000700320836,4.5611123803479545,0.7131301488055537,0.9983110473146437,30.304000000000002,277.11,5_0_0.0,1.0,
826482.248969061,7267484.494600906,0,5,2585.6,12384.0,4.235063925741106,55.151064626061945,4.487289432955433,0.7222434000584276,0.9982923758638789,30.325,272.86,5_0_0.0,1.0,
826479.2499815746,7267481.504309865,0,5,2583.4,12393.0,4.243081071606691,59.394145697668634,4.561111375556091,0.7337690535960631,0.9985259914660736,30.051,268.62,5_0_0.0,1.0,
826476.2507345986,7267478.5029344205,0,5,2580.6,12402.0,4.243080530650002,63.63722622831864,4.637211704201254,0.7369984075287581,0.9986134082951006,30.335,264.38,5_0_0.0,1.0,
826473.2514889005,7267475.501558464,0,5,2577.1,12411.0,4.243079989859203,67.88030621817784,4.7014601774707705,0.737617174858588,0.9986374016055583,30.315,260.14,5_0_0.0,1.0,
826470.2522444819,7267472.5001819935,0,5,2573.0,12420.0,4.2430794496438695,72.12338566782171,4.701459689925038,0.7383672480658215,0.9986738717568144,30.302,255.89,5_0_0.0,1.0,
826467.2530013402,7267469.498805011,0,5,2568.9,12429.0,4.24307891008816,76.36646457790987,4.604749573780881,0.7366704078216659,0.9986172453123628,30.044,251.65,5_0_0.0,1.0,
826464.2537594762,7267466.497427514,0,5,2565.7,12438.0,4.243078368886115,80.60954294679598,4.539131419612035,0.7325267140918181,0.9984388642026928,30.287,247.41,5_0_0.0,1.0,
826461.2545188905,7267463.496049505,0,5,2563.1,12447.0,4.250074685186976,84.85961763198296,4.611196680870053,0.732249842332353,0.9984320853360182,30.305,243.17,5_0_0.0,1.0,
826458.2451515176,7267460.494909247,0,5,2559.9,12456.0,4.23505959619478,89.09467722817774,4.520589539354519,0.7322202263242138,0.9984320011582569,30.061,238.92,5_0_0.0,1.0,
826455.2461742396,7267457.5046141,0,5,2557.4,12465.0,4.243076749399505,93.33775397757725,4.550131899329397,0.726753209985858,0.9985818687848547,30.345,234.68,5_0_0.0,1.0,
826452.2469374883,7267454.5032345485,0,5,2554.7,12474.0,4.2430762068814145,97.58083018445866,4.572055959565981,0.7178677974416096,0.9990145828105702,30.355,230.44,5_0_0.0,1.0,
826449.2477020153,7267451.501854487,0,5,2551.8,12483.0,4.243075666340511,101.82390585079918,4.593875391245537,0.7077133690982237,0.9994437375742605,30.308000000000003,226.19,5_0_0.0,1.0,
826446.2484678215,7267448.500473911,0,5,2548.7,12492.0,4.24307512851504,106.06698097931422,4.539128390585887,0.7022673010254598,0.9995453125873118,30.307,221.95,5_0_0.0,1.0,
826443.2492349021,7267445.499092822,0,5,2546.1,12501.0,4.243074585752159,110.31005556506638,4.647976112272498,0.7067501202487787,0.9995415787069395,29.979,217.71,5_0_0.0,1.0,
826440.2500032631,7267442.497711221,0,5,2542.5,12510.0,4.243074044965526,114.5531296100319,4.626410849790602,0.7132196480898019,0.9996269764786592,30.303,213.47,5_0_0.0,1.0,
826437.2507729037,7267439.496329105,0,5,2539.1,12519.0,4.243073504177855,118.79620311420976,4.6047445924672035,0.714214780289453,0.9996501994237186,30.307,209.22,5_0_0.0,1.0,
826434.251543821,7267436.494946479,0,5,2535.9,12528.0,4.235055269228166,123.03125838343793,4.575553860836659,0.7144159563511148,0.9996589026219316,30.342,204.98,5_0_0.0,1.0,
826431.2525767477,7267433.504647225,0,5,2532.9,12537.0,4.24307242400444,127.27433080744237,4.539125862470309,0.7102739920836991,0.9995213069128382,30.353,200.74,5_0_0.0,1.0,
826428.2533502202,7267430.503263572,0,5,2530.3,12546.0,4.243071884947379,131.51740269238974,4.561102829451566,0.7023784198548763,0.9993225391370778,30.089000000000002,196.5,5_0_0.0,1.0,
826425.2541249697,7267427.501879405,0,5,2527.5,12555.0,4.243071343914826,135.76047403630457,4.637203298277009,0.6915308021917262,0.9991047761591266,30.316,192.25,5_0_0.0,1.0,
826422.2549009973,7267424.500494726,0,5,2524.0,12564.0,4.2500676284724195,140.01054166477698,4.600334210314408,0.6782363756698475,0.998805008674443,30.355999999999998,188.01,5_0_0.0,1.0,
826419.2455502693,7267421.4993477715,0,5,2520.9,12573.0,4.243070262016855,144.25361192679384,4.52809510152026,0.662747970685223,0.9990423517347461,29.976,183.77,5_0_0.0,1.0,
826416.2463288554,7267418.497962065,0,5,2518.4,12582.0,4.243069722056611,148.49668164885045,4.539123336750553,0.6522211367993709,0.9992671016022379,30.343000000000004,179.52,5_0_0.0,1.0,
826413.2471087208,7267415.496575844,0,5,2515.8,12591.0,4.243069180530888,152.73975082938134,4.550124841229231,0.6476661549104824,0.9994167966040959,30.315,175.28,5_0_0.0,1.0,
